image_id,label
train/012452/00.png,12452
train/012452/01.png,12452
train/012453/00.png,12453
train/012453/01.png,12453
train/012457/00.png,12457
train/012457/01.png,12457
train/012464/00.png,12464
train/012464/01.png,12464
train/012468/00.png,12468
train/012468/01.png,12468
train/012470/00.png,12470
train/012470/01.png,12470
train/012490/00.png,12490
train/012490/01.png,12490
train/012505/00.png,12505
train/012505/01.png,12505
train/012520/00.png,12520
train/012520/01.png,12520
train/012534/00.png,12534
train/012534/01.png,12534
train/012544/00.png,12544
train/012544/01.png,12544
train/012553/00.png,12553
train/012553/01.png,12553
train/012556/00.png,12556
train/012556/01.png,12556
train/012557/00.png,12557
train/012557/01.png,12557
train/012558/00.png,12558
train/012558/01.png,12558
train/012561/00.png,12561
train/012561/01.png,12561
train/012569/00.png,12569
train/012569/01.png,12569
train/012575/00.png,12575
train/012575/01.png,12575
train/012596/00.png,12596
train/012596/01.png,12596
train/012598/00.png,12598
train/012598/01.png,12598
train/012599/00.png,12599
train/012599/01.png,12599
train/012612/01.png,12612
train/012612/02.png,12612
train/012625/00.png,12625
train/012625/01.png,12625
train/012629/00.png,12629
train/012629/01.png,12629
train/012636/00.png,12636
train/012636/01.png,12636
train/012645/00.png,12645
train/012645/01.png,12645
train/012651/00.png,12651
train/012651/01.png,12651
train/012656/00.png,12656
train/012656/01.png,12656
train/012659/00.png,12659
train/012659/01.png,12659
train/012667/00.png,12667
train/012667/01.png,12667
train/012668/00.png,12668
train/012668/01.png,12668
train/012693/00.png,12693
train/012693/01.png,12693
train/012710/00.png,12710
train/012710/01.png,12710
train/012712/00.png,12712
train/012712/01.png,12712
train/012713/00.png,12713
train/012713/01.png,12713
train/012719/00.png,12719
train/012719/01.png,12719
train/012732/00.png,12732
train/012732/01.png,12732
train/012737/00.png,12737
train/012737/01.png,12737
train/012740/00.png,12740
train/012740/01.png,12740
train/012741/00.png,12741
train/012741/01.png,12741
train/012753/00.png,12753
train/012753/01.png,12753
train/012768/00.png,12768
train/012768/01.png,12768
train/012769/00.png,12769
train/012769/01.png,12769
train/012778/00.png,12778
train/012778/01.png,12778
train/012785/00.png,12785
train/012785/01.png,12785
train/012806/00.png,12806
train/012806/01.png,12806
train/012816/01.png,12816
train/012816/02.png,12816
train/012826/00.png,12826
train/012826/01.png,12826
train/012828/00.png,12828
train/012828/01.png,12828
train/012831/00.png,12831
train/012831/01.png,12831
train/012837/00.png,12837
train/012837/01.png,12837
train/012843/00.png,12843
train/012843/01.png,12843
train/012844/00.png,12844
train/012844/01.png,12844
train/012854/00.png,12854
train/012854/01.png,12854
train/012863/00.png,12863
train/012863/01.png,12863
train/012870/00.png,12870
train/012870/01.png,12870
train/012874/00.png,12874
train/012874/01.png,12874
train/012876/00.png,12876
train/012876/01.png,12876
train/012882/00.png,12882
train/012882/01.png,12882
train/012883/00.png,12883
train/012883/01.png,12883
train/012895/00.png,12895
train/012895/01.png,12895
train/012903/00.png,12903
train/012903/01.png,12903
train/012906/00.png,12906
train/012906/01.png,12906
train/012907/00.png,12907
train/012907/01.png,12907
train/012910/00.png,12910
train/012910/01.png,12910
train/012915/00.png,12915
train/012915/01.png,12915
train/012920/00.png,12920
train/012920/01.png,12920
train/012921/00.png,12921
train/012921/01.png,12921
train/012928/00.png,12928
train/012928/01.png,12928
train/012937/00.png,12937
train/012937/01.png,12937
train/012938/00.png,12938
train/012938/01.png,12938
train/012942/00.png,12942
train/012942/01.png,12942
train/012952/00.png,12952
train/012952/01.png,12952
train/012955/00.png,12955
train/012955/01.png,12955
train/012959/00.png,12959
train/012959/01.png,12959
train/012966/00.png,12966
train/012966/01.png,12966
train/012969/00.png,12969
train/012969/01.png,12969
train/012977/00.png,12977
train/012977/01.png,12977
train/012980/00.png,12980
train/012980/01.png,12980
train/012984/00.png,12984
train/012984/01.png,12984
train/012986/00.png,12986
train/012986/01.png,12986
train/012991/00.png,12991
train/012991/01.png,12991
train/013002/00.png,13002
train/013002/01.png,13002
train/013012/00.png,13012
train/013012/01.png,13012
train/013018/00.png,13018
train/013018/01.png,13018
train/013034/00.png,13034
train/013034/01.png,13034
train/013035/00.png,13035
train/013035/01.png,13035
train/013039/00.png,13039
train/013039/01.png,13039
train/013043/00.png,13043
train/013043/01.png,13043
train/013049/00.png,13049
train/013049/01.png,13049
train/013061/00.png,13061
train/013061/01.png,13061
train/013069/00.png,13069
train/013069/01.png,13069
train/013083/00.png,13083
train/013083/01.png,13083
train/013094/00.png,13094
train/013094/01.png,13094
train/013098/00.png,13098
train/013098/01.png,13098
train/013100/00.png,13100
train/013100/01.png,13100
train/013108/00.png,13108
train/013108/01.png,13108
train/013109/00.png,13109
train/013109/01.png,13109
train/013110/00.png,13110
train/013110/01.png,13110
train/013111/00.png,13111
train/013111/01.png,13111
train/013135/00.png,13135
train/013135/01.png,13135
train/013138/00.png,13138
train/013138/01.png,13138
train/013141/00.png,13141
train/013141/01.png,13141
train/013145/00.png,13145
train/013145/01.png,13145
train/013149/00.png,13149
train/013149/01.png,13149
train/013150/00.png,13150
train/013150/01.png,13150
train/013151/00.png,13151
train/013151/01.png,13151
train/013152/00.png,13152
train/013152/01.png,13152
train/013155/00.png,13155
train/013155/01.png,13155
train/013158/00.png,13158
train/013158/01.png,13158
train/013163/00.png,13163
train/013163/01.png,13163
train/013164/00.png,13164
train/013164/01.png,13164
train/013166/00.png,13166
train/013166/01.png,13166
train/013181/00.png,13181
train/013181/01.png,13181
train/013200/00.png,13200
train/013200/01.png,13200
train/013201/00.png,13201
train/013201/01.png,13201
train/013210/00.png,13210
train/013210/01.png,13210
train/013212/00.png,13212
train/013212/01.png,13212
train/013214/00.png,13214
train/013214/01.png,13214
train/013222/00.png,13222
train/013222/01.png,13222
train/013224/00.png,13224
train/013224/01.png,13224
train/013232/00.png,13232
train/013232/01.png,13232
train/013238/00.png,13238
train/013238/01.png,13238
train/013240/00.png,13240
train/013240/01.png,13240
train/013241/00.png,13241
train/013241/01.png,13241
train/013249/00.png,13249
train/013249/01.png,13249
train/013250/00.png,13250
train/013250/01.png,13250
train/013261/00.png,13261
train/013261/01.png,13261
train/013265/00.png,13265
train/013265/01.png,13265
train/013270/00.png,13270
train/013270/01.png,13270
train/013271/00.png,13271
train/013271/01.png,13271
train/013288/00.png,13288
train/013288/01.png,13288
train/013290/00.png,13290
train/013290/01.png,13290
train/013291/00.png,13291
train/013291/01.png,13291
train/013300/00.png,13300
train/013300/01.png,13300
train/013301/00.png,13301
train/013301/01.png,13301
train/013302/00.png,13302
train/013302/01.png,13302
train/013310/00.png,13310
train/013310/01.png,13310
train/013314/00.png,13314
train/013314/01.png,13314
train/013317/00.png,13317
train/013317/01.png,13317
train/013319/00.png,13319
train/013319/01.png,13319
train/013320/00.png,13320
train/013320/01.png,13320
train/013323/00.png,13323
train/013323/01.png,13323
train/013325/00.png,13325
train/013325/01.png,13325
train/013334/00.png,13334
train/013334/01.png,13334
train/013336/00.png,13336
train/013336/01.png,13336
train/013343/00.png,13343
train/013343/01.png,13343
train/013347/00.png,13347
train/013347/01.png,13347
train/013350/00.png,13350
train/013350/01.png,13350
train/013353/00.png,13353
train/013353/01.png,13353
train/013357/00.png,13357
train/013357/01.png,13357
train/013360/00.png,13360
train/013360/01.png,13360
train/013362/00.png,13362
train/013362/01.png,13362
train/013368/00.png,13368
train/013368/01.png,13368
train/013374/00.png,13374
train/013374/01.png,13374
train/013378/00.png,13378
train/013378/01.png,13378
train/013380/00.png,13380
train/013380/01.png,13380
train/013381/00.png,13381
train/013381/01.png,13381
train/013382/00.png,13382
train/013382/01.png,13382
train/013387/00.png,13387
train/013387/01.png,13387
train/013393/00.png,13393
train/013393/01.png,13393
train/013395/00.png,13395
train/013395/01.png,13395
train/013406/00.png,13406
train/013406/01.png,13406
train/013423/00.png,13423
train/013423/01.png,13423
train/013427/00.png,13427
train/013427/01.png,13427
train/013436/00.png,13436
train/013436/01.png,13436
train/013440/00.png,13440
train/013440/01.png,13440
train/013441/00.png,13441
train/013441/01.png,13441
train/013451/00.png,13451
train/013451/01.png,13451
train/013453/00.png,13453
train/013453/01.png,13453
train/013458/00.png,13458
train/013458/01.png,13458
train/013461/00.png,13461
train/013461/01.png,13461
train/013462/00.png,13462
train/013462/01.png,13462
train/013463/00.png,13463
train/013463/01.png,13463
train/013467/00.png,13467
train/013467/01.png,13467
train/013471/00.png,13471
train/013471/01.png,13471
train/013474/00.png,13474
train/013474/02.png,13474
train/013482/00.png,13482
train/013482/01.png,13482
train/013484/00.png,13484
train/013484/01.png,13484
train/013488/00.png,13488
train/013488/01.png,13488
train/013490/00.png,13490
train/013490/01.png,13490
train/013499/00.png,13499
train/013499/01.png,13499
train/013500/00.png,13500
train/013500/01.png,13500
train/013501/00.png,13501
train/013501/01.png,13501
train/013502/00.png,13502
train/013502/01.png,13502
train/013510/00.png,13510
train/013510/01.png,13510
train/013527/00.png,13527
train/013527/01.png,13527
train/013533/00.png,13533
train/013533/01.png,13533
train/013538/00.png,13538
